Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Murray, BC; Maniloff, PT","Why have greenhouse emissions in RGGI states declined? An econometric attribution to economic, energy market, and policy factors",ENERGY ECONOMICS,2015,10.1016/j.eneco.2015.07.013
J,"Gulbrandsen, LH; Sammut, F; Wettestad, J",Emissions Trading and Policy Diffusion: Complex EU ETS Emulation in Kazakhstan,GLOBAL ENVIRONMENTAL POLITICS,2017,10.1162/GLEP_a_00418
J,"Carmona, R; Fehr, M; Hinz, J; Porchet, A",Market Design for Emission Trading Schemes,SIAM REVIEW,2010,10.1137/080722813
J,"Carmona, R; Fehr, M; Hinz, J",OPTIMAL STOCHASTIC CONTROL AND CARBON PRICE FORMATION,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,2009,10.1137/080736910
J,"Zhou, D; Liang, XY; Zhou, Y; Tang, K",Does Emission Trading Boost Carbon Productivity? Evidence from China's Pilot Emission Trading Scheme,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2020,10.3390/ijerph17155522
J,"Guo, YX; Li, YJ; Wu, HT; Hao, Y",Carbon emission trading under the wings of black swans and green swans: Evidence from China,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,2024,10.1002/ijfe.2904
J,"Xiao, J; Li, GH; Zhu, B; Xie, L; Hu, Y; Huang, J",Evaluating the impact of carbon emissions trading scheme on Chinese firms' total factor productivity,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2021.127104
J,"Liu, DG; Chen, KJ; Cai, Y; Tang, ZP",Interpretable EU ETS Phase 4 prices forecasting based on deep generative data augmentation approach,FINANCE RESEARCH LETTERS,2024,10.1016/j.frl.2024.105038
J,"Floden, J; Zetterberg, L; Christodoulou, A; Parsmo, R; Fridell, E; Hansson, J; Rootzen, J; Woxenius, J","Shipping in the EU emissions trading system: implications for mitigation, costs and modal split",CLIMATE POLICY,2024,10.1080/14693062.2024.2309167
J,"Flachsland, C; Pahle, M; Burtraw, D; Edenhofer, O; Elkerbout, M; Fischer, C; Tietjen, O; Zetterberg, L",How to avoid history repeating itself: the case for an EU Emissions Trading System (EU ETS) price floor revisited,CLIMATE POLICY,2020,10.1080/14693062.2019.1682494
J,"Del Río, P",Interactions between climate and energy policies: the case of Spain,CLIMATE POLICY,2009,10.3763/cpol.2007.0424
J,"Isah, KO; Ebeh, JEA; Aboluwodi, D; Aliu, M; Mohammed, SS; Yakubu, Y; Ali, M",Does Speculation Matter in the Carbon Pricing Framework? Insights from the EU Emissions Trading System,CHINESE JOURNAL OF URBAN AND ENVIRONMENTAL STUDIES,2024,10.1142/S2345748124500180
J,"Yu, WL; Luo, JL",Impact on Carbon Intensity of Carbon Emission Trading-Evidence from a Pilot Program in 281 Cities in China,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2022,10.3390/ijerph191912483
J,"Koch, N; Fuss, S; Grosjean, G; Edenhofer, O","Causes of the EU ETS price drop: Recession, CDM, renewable policies or a bit of everything?-New evidence",ENERGY POLICY,2014,10.1016/j.enpol.2014.06.024
J,"Zhu, BZ; Han, D; Wang, P; Wu, ZC; Zhang, T; Wei, YM",Forecasting carbon price using empirical mode decomposition and evolutionary least squares support vector regression,APPLIED ENERGY,2017,10.1016/j.apenergy.2017.01.076
J,"Zhang, KK; Xu, DY; Li, SR; Zhou, N; Xiong, JH",Has China's Pilot Emissions Trading Scheme Influenced the Carbon Intensity of Output?,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2019,10.3390/ijerph16101854
J,"Gavard, C; Kirat, D",Flexibility in the market for international carbon credits and price dynamics difference with European allowances,ENERGY ECONOMICS,2018,10.1016/j.eneco.2018.10.018
J,"Hájek, M; Zimmermannová, J; Helman, K",Environmental efficiency of economic instruments in transport in EU countries,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,2021,10.1016/j.trd.2021.103054
J,"Brewer, TL",Business perspectives on the EU emissions trading scheme,CLIMATE POLICY,2005,
J,"Richter, JL; Mundaca, L",Market behavior under the New Zealand ETS,CARBON MANAGEMENT,2013,10.4155/CMT.13.33
J,"Cao, GX; Xu, W",Multifractal features of EUA and CER futures markets by using multifractal detrended fluctuation analysis based on empirical model decomposition,CHAOS SOLITONS & FRACTALS,2016,10.1016/j.chaos.2015.12.010
J,"Lopez, JMR; Sakhel, A; Busch, T","Corporate investments and environmental regulation: The role of regulatory uncertainty, regulation-induced uncertainty, and investment history",EUROPEAN MANAGEMENT JOURNAL,2017,10.1016/j.emj.2016.06.004
J,"Borys, G",NER300: Success or Failure of Public Support for Low-emission Technologies?,PROBLEMY EKOROZWOJU,2020,
J,"Daskalakis, G; Symeonidis, L; Markellos, RN",Electricity Futures Prices in an Emissions Constrained Economy: Evidence from European Power Markets,ENERGY JOURNAL,2015,10.5547/01956574.36.3.gdas
J,"Uhrig-Homburg, M; Wagner, M",Futures Price Dynamics of CO2 Emission Allowances: An Empirical Analysis of the Trial Period,JOURNAL OF DERIVATIVES,2009,10.3905/JOD.2009.17.2.073
J,"Demailly, D; Quirion, P","CO2 abatement, competitiveness and leakage in the European cement industry under the EU ETS:: grandfathering versus output-based allocation",CLIMATE POLICY,2006,
J,"Ren, SG; Yang, XY; Hu, YC; Chevallier, J","Emission trading, induced innovation and firm performance",ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.106157
J,"Dace, E; Muizniece, I; Blumberga, A; Kaczala, F",Searching for solutions to mitigate greenhouse gas emissions by agricultural policy decisions - Application of system dynamics modeling for the case of Latvia,SCIENCE OF THE TOTAL ENVIRONMENT,2015,10.1016/j.scitotenv.2015.04.088
J,"Böhringer, C; Rosendahl, KE",Strategic partitioning of emission allowances under the EU Emission Trading Scheme,RESOURCE AND ENERGY ECONOMICS,2009,10.1016/j.reseneeco.2009.04.001
J,"Abakah, EJA; Shao, DX; Tiwari, AK; Lee, CC",Asymmetric relationship between carbon market and energy markets,ENERGY,2024,10.1016/j.energy.2024.133656
J,"Fu, Y; Zheng, ZY",Volatility modeling and the asymmetric effect for China's carbon trading pilot market,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2020,10.1016/j.physa.2019.123401
J,"Wu, LP; Zhu, QY",Has the Emissions Trading Scheme (ETS) promoted the end-of-pipe emissions reduction? Evidence from China's residents,ENERGY,2023,10.1016/j.energy.2023.127665
J,"Nguyen, DH; Chapman, A; Farabi-Asl, H",Nation-wide emission trading model for economically feasible carbon reduction in Japan,APPLIED ENERGY,2019,10.1016/j.apenergy.2019.113869
J,"Ohlendorf, N; Flachsland, C; Nemet, GF; Steckel, JC",Carbon price floors and low-carbon investment: A survey of German firms,ENERGY POLICY,2022,10.1016/j.enpol.2022.113187
J,"Zheng, ZY; Yamasaki, K; Tenenbaum, JN; Stanley, HE",Carbon-dioxide emissions trading and hierarchical structure in worldwide finance and commodities markets,PHYSICAL REVIEW E,2013,10.1103/PhysRevE.87.012814
J,"Erriu, R; Marcucci, E; Gatta, V",Facilitating a Sustainable Aviation Fuel Transition in Italy,ENERGIES,2024,10.3390/en17143388
J,"Flori, A; Borghesi, S; Marin, G",The environmental-financial performance nexus of EU ETS firms: A quantile regression approach,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107328
J,"Li, CS; Qi, YP; Liu, SH; Wang, X",Do carbon ETS pilots improve cities' green total factor productivity? Evidence from a quasi-natural experiment in China,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.105931
J,"Krzemien, A; Fernández, JJA; Fernández, PR; Valverde, GF; Garcia-Cortes, S",Valuation of Ecosystem Services Based on EU Carbon Allowances-Optimal Recovery for a Coal Mining Area,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2023,10.3390/ijerph20010381
J,"Kumar, P",Does carbon pricing matter? An exploratory study based on international data,JOURNAL OF REVENUE AND PRICING MANAGEMENT,2024,10.1057/s41272-023-00449-3
J,"Garcia-Castro, FL; Ruiz-Femenia, R; Salcedo-Diaz, R; Caballero, JA",Sustainable supply chain design under correlated uncertainty in energy and carbon prices,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.137612
J,"Wolkinger, B; Steininger, KW; Damm, A; Schleicher, S; Tuerk, A; Grossman, W; Tatzber, F; Steiner, D",Implementing Europe's climate targets at the regional level,CLIMATE POLICY,2012,10.1080/14693062.2012.669096
J,"Vlachou, A; Pantelias, G",Energy Transitions: The Case of Greece with a Special Focus on the Role of the EU ETS,SCIENCE & SOCIETY,2022,10.1521/siso.2022.86.4.516
J,"Hirth, L",What Caused the Drop in European Electricity Prices? A Factor Decomposition Analysis,ENERGY JOURNAL,2018,10.5547/01956574.39.1.lhir
J,"Tang, MG; Cheng, SL; Guo, WQ; Ma, WB; Hu, FX",Effects of Carbon Emission Trading on Companies' Market Value: Evidence from Listed Companies in China,ATMOSPHERE,2022,10.3390/atmos13020240
J,"Healy, S; Schumacher, K; Eichhammer, W",Analysis of Carbon Leakage under Phase III of the EU Emissions Trading System: Trading Patterns in the Cement and Aluminium Sectors,ENERGIES,2018,10.3390/en11051231
J,"Åhman, M; Holmgren, K",New entrant allocation in the Nordic energy sectors:: incentives and options in the EU ETS,CLIMATE POLICY,2006,
J,"Dong, BY; Xu, YZ; Li, QA",Carbon transfer under China's inter-provincial trade: Evaluation and driving factors,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2022.04.031
J,"Mo, JL; Zhu, L; Fan, Y",The impact of the EU ETS on the corporate value of European electricity corporations,ENERGY,2012,10.1016/j.energy.2012.02.037
J,"Engler, D; Gutsche, G; Simixhiu, A; Ziegler, A",On the relationship between corporate CO2 offsetting and pro-environmental activities in small- and medium-sized firms in Germany,ENERGY ECONOMICS,2023,10.1016/j.eneco.2022.106487
J,"Wang, Y; Wang, Z; Luo, YY",A hybrid carbon price forecasting model combining time series clustering and data augmentation,ENERGY,2024,10.1016/j.energy.2024.132929
J,"Shi, BB; Feng, C; Qiu, M; Ekeland, A",Innovation suppression and migration effect: The unintentional consequences of environmental regulation,CHINA ECONOMIC REVIEW,2018,10.1016/j.chieco.2017.12.007
J,"Peng, HR; Cui, JB; Zhang, XL",Does China emission trading scheme reduce marginal abatement cost? A perspective of allowance allocation alternatives,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2022.05.021
J,"Garcés-Ayerbe, C; Cañón-de-Francia, J",The Relevance of Complementarities in the Study of the Economic Consequences of Environmental Proactivity: Analysis of the Moderating Effect of Innovation Efforts,ECOLOGICAL ECONOMICS,2017,10.1016/j.ecolecon.2017.06.022
J,"Li, ZH; Tian, Y",Skewed multifractal cross-correlation between price and volume during the COVID-19 pandemic: Evidence from China and European carbon markets,APPLIED ENERGY,2024,10.1016/j.apenergy.2024.123716
J,"Cadez, S; Guilding, C",Examining distinct carbon cost structures and climate change abatement strategies in CO2 polluting firms,ACCOUNTING AUDITING & ACCOUNTABILITY JOURNAL,2017,10.1108/AAAJ-03-2015-2009
J,"Zheng, Y; Zhou, M; Wen, FH",Asymmetric effects of oil shocks on carbon allowance price: Evidence from China,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105183
J,"Clò, S; Ferraris, M; Florio, M",Ownership and environmental regulation: Evidence from the European electricity industry,ENERGY ECONOMICS,2017,10.1016/j.eneco.2016.12.001
J,"Ma, GC; Qin, JH; Zhang, YM",Does the carbon emissions trading system reduce carbon emissions by promoting two-way FDI in developing countries? Evidence from Chinese listed companies and cities,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106581
J,"Xiao, Y; Zhang, Y; Zhang, JK",The Impact of Carbon Emission Trading on Industrial Green Total Factor Productivity,SUSTAINABILITY,2023,10.3390/su15076167
J,"Pettersson, F; Söderholm, P; Lundmark, R",Fuel switching and climate and energy policies in the European power generation sector: A generalized Leontief model,ENERGY ECONOMICS,2012,10.1016/j.eneco.2011.09.001
J,"Dong, HM; Liu, W; Liu, YS; Xiong, ZH",Fixed asset changes with carbon regulation: The cases of China,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2022,10.1016/j.jenvman.2022.114494
J,"Zhang, XF; Fan, DC",Research on the synergistic emission reduction effect of carbon emission trading and green financial policy,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.121924
J,"Kanamura, T",Role of carbon swap trading and energy prices in price correlations and volatilities between carbon markets,ENERGY ECONOMICS,2016,10.1016/j.eneco.2015.10.016
J,"Zhang, YJ; Sun, YF",The dynamic volatility spillover between European carbon trading market and fossil energy market,JOURNAL OF CLEANER PRODUCTION,2016,10.1016/j.jclepro.2015.09.118
J,"Wang, BB; Boute, A; Tan, XJ",Price stabilization mechanisms in China?s pilot emissions trading schemes: design and performance,CLIMATE POLICY,2020,10.1080/14693062.2019.1680338
J,"Wu, ZB; Zhang, W; Zeng, XJ",Exploring the short-term and long-term linkages between carbon price and influence factors considering COVID-19 impact,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-022-19858-9
J,"Wu, QY; Wang, YY",How does carbon emission price stimulate enterprises' total factor productivity? Insights from China's emission trading scheme pilots,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.105990
J,"Hamdi-Cherif, M; Guivarch, C; Quirion, P",Sectoral targets for developing countries: combining 'common but differentiated responsibilities' with 'meaningful participation',CLIMATE POLICY,2011,10.3763/cpol.2009.0070
J,"Jordan, ND",How coordinated sectoral responses to environmental policy increase the availability of product life cycle data,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,2021,10.1007/s11367-021-01873-6
J,"Canals, GG; Valero, E; Picosi, J; Voces, R",Carbon storage in HWP. Accounting for Spanish particleboard and fiberboard,FOREST SYSTEMS,2014,10.5424/fs/2014232-04046
J,"Sun, H; Park, Y",CO2Emission Calculation Method during Construction Process for Developing BIM-Based Performance Evaluation System,APPLIED SCIENCES-BASEL,2020,10.3390/app10165587
J,"Aguiar-Conraria, L; Soares, MJ; Sousa, R",California's carbon market and energy prices: a wavelet analysis,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,2018,10.1098/rsta.2017.0256
J,"Alnaser, NW; Flanagan, R; Alnaser, WE",Potential of making - Over to sustainable buildings in the Kingdom of Bahrain,ENERGY AND BUILDINGS,2008,10.1016/j.enbuild.2007.11.010
J,"Billen, N; Röder, C; Gaiser, T; Stahr, K",Carbon sequestration in soils of SW-Germany as affected by agricultural management-Calibration of the EPIC model for regional simulations,ECOLOGICAL MODELLING,2009,10.1016/j.ecolmodel.2008.08.015
J,"Lee, DS; Fahey, DW; Forster, PM; Newton, PJ; Wit, RCN; Lim, LL; Owen, B; Sausen, R",Aviation and global climate change in the 21st century,ATMOSPHERIC ENVIRONMENT,2009,10.1016/j.atmosenv.2009.04.024
J,"Orscheg, CK; Enright, NJ; Coates, F; Thomas, I",Recruitment limitation in dry sclerophyll forests: Regeneration requirements and potential density-dependent effects in Eucalyptus tricarpa (L.A.S. Johnson) L.A.S. Johnson & K.D. Hill (Myrtaceae),AUSTRAL ECOLOGY,2011,10.1111/j.1442-9993.2010.02221.x
