Publication Type,Authors,Article Title,Source Title,Publication Year,DOI
J,"Zhang, YY; Wang, K",Mitigation effect of the European Union emission trading system on aviation emissions,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,2024,10.1016/j.trd.2024.104186
J,"Oesingmann, K",The effect of the European Emissions Trading System (EU ETS) on aviation demand: An empirical comparison with the impact of ticket taxes,ENERGY POLICY,2022,10.1016/j.enpol.2021.112657
J,"Laurikka, H; Koljonen, T",Emissions trading and investment decisions in the power sector - a case study in Finland,ENERGY POLICY,2006,10.1016/j.enpol.2004.09.004
J,"Li, ZG; Wang, J; Che, S",Synergistic Effect of Carbon Trading Scheme on Carbon Dioxide and Atmospheric Pollutants,SUSTAINABILITY,2021,10.3390/su13105403
J,"Liu, M; Shan, YF; Li, YM",Study on the effect of carbon trading regulation on green innovation and heterogeneity analysis from China,ENERGY POLICY,2022,10.1016/j.enpol.2022.113290
J,"Quan, YF; Duan, MS","Emission reductions, industrial competitiveness, and spillover effects under China's regional emission trading systems: Evidence from the iron and steel sector",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2023,10.1016/j.jenvman.2023.118481
J,"Li, C; Lei, TT; Wang, LP",Examining the emission reduction effect of carbon emission trading and carbon tax synergism and their impact mechanisms to reduce the carbon emission of company: based on 247 listed companies of China,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,2024,10.1080/09537325.2024.2346807
J,"Tol, RSJ",Intra-union flexibility of non-ETS emission reduction obligations in the European Union,ENERGY POLICY,2009,10.1016/j.enpol.2009.01.018
J,"Chen, LR; Liu, SY; Liu, X; Wang, JN",The Carbon Emissions Trading Scheme and Corporate Environmental Investments: A Quasi-natural Experiment from China,EMERGING MARKETS FINANCE AND TRADE,2022,10.1080/1540496X.2021.2009338
J,"Kang, YC; Liao, S; Jiang, CM; D'Alfonso, T",Synthetic control methods for policy analysis: Evaluating the effect of the European Emission Trading System on aviation supply,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,2022,10.1016/j.tra.2022.05.015
J,"Böhringer, C; Moslener, U; Sturm, B",Hot air for sale:: a quantitative assessment of Russia's near-term climate policy options,ENVIRONMENTAL & RESOURCE ECONOMICS,2007,10.1007/s10640-007-9089-4
J,"Wang, SS; Chen, G; Huang, DW",Can the New Energy Vehicle Pilot Policy Achieve Green Innovation and Emission Reduction?-A Difference-in-Differences Analysis on the Evaluation of China's New Energy Fiscal Subsidy Policy,SUSTAINABILITY,2021,10.3390/su13158643
J,"Alexeeva-Talebi, V",Cost pass-through of the EU emissions allowances: Examining the European petroleum markets,ENERGY ECONOMICS,2011,10.1016/j.eneco.2011.07.029
J,"Yang, BW; Liu, LP; Yin, YH",Will China's low-carbon policy balance emission reduction and economic development? Evidence from two provinces,INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGEMENT,2021,10.1108/IJCCSM-08-2020-0093
J,"Lyu, B; Ni, WL; Ostic, D; Yu, HC; Qureshi, NA",Can Carbon Trading Policy Promote China's Decoupling of Carbon Emission From the Perspective of Technology-Driven Innovation?,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.893947
J,"Jiang, JJ; Xie, DJ; Ye, B; Shen, B; Chen, ZM",Research on China's cap-and-trade carbon emission trading scheme: Overview and outlook,APPLIED ENERGY,2016,10.1016/j.apenergy.2016.06.100
J,"Tao, MM; Goh, LT",Effects of Carbon Trading Pilot on Carbon Emission Reduction: Evidence from China's 283 Prefecture-Level Cities,CHINESE ECONOMY,2023,10.1080/10971475.2022.2058181
J,"Flori, A; Borghesi, S; Marin, G",The environmental-financial performance nexus of EU ETS firms: A quantile regression approach,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107328
J,"Fu, XS",Impacts of the pilot policy for carbon emissions trading on pollution reduction in China,JOURNAL OF CLEANER PRODUCTION,2024,10.1016/j.jclepro.2024.142878
J,"Murray, BC; Maniloff, PT","Why have greenhouse emissions in RGGI states declined? An econometric attribution to economic, energy market, and policy factors",ENERGY ECONOMICS,2015,10.1016/j.eneco.2015.07.013
J,"Liu, J; Yuan, ZW; Yan, LZ; Zhou, WL",Do Market-Based Environmental Regulations Promote Green Development? A Quasi-Natural Experiment Based on Carbon Emissions Trading Pilot of China,EMERGING MARKETS FINANCE AND TRADE,2025,10.1080/1540496X.2024.2385543
J,"Zhang, JK; Zhang, Y",Why does tourism have to confront the emissions trading scheme? Evidence from China,TOURISM MANAGEMENT PERSPECTIVES,2021,10.1016/j.tmp.2021.100876
J,"Yan, L; Xiao, ZH",Does the emissions trading system promote regional green innovation? - Evidence from Chinese prefecture-level cities,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,2024,10.1080/09537325.2024.2354348
J,"Ortas, E; Alvarez, I",The efficacy of the European Union Emissions Trading Scheme: depicting the co-movement of carbon assets and energy commodities through wavelet decomposition,JOURNAL OF CLEANER PRODUCTION,2016,10.1016/j.jclepro.2015.12.112
J,"Chen, Z; Song, P; Wang, BL","Carbon emissions trading scheme, energy efficiency and rebound effect - Evidence from China's provincial data",ENERGY POLICY,2021,10.1016/j.enpol.2021.112507
J,"Li, C; Li, XY; Song, DY; Tian, M",Does a carbon emissions trading scheme spur urban green innovation? Evidence from a quasi-natural experiment in China,ENERGY & ENVIRONMENT,2022,10.1177/0958305X211015327
J,"Hu, YC; Ren, SG; Wang, YJ; Chen, XH",Can carbon emission trading scheme achieve energy conservation and emission reduction? Evidence from the industrial sector in China,ENERGY ECONOMICS,2020,10.1016/j.eneco.2019.104590
J,"Verde, SF",THE IMPACT OF THE EU EMISSIONS TRADING SYSTEM ON COMPETITIVENESS AND CARBON LEAKAGE: THE ECONOMETRIC EVIDENCE,JOURNAL OF ECONOMIC SURVEYS,2020,10.1111/joes.12356
J,"Pang, T; Duan, MS",Cap setting and allowance allocation in China's emissions trading pilot programmes: special issues and innovative solutions,CLIMATE POLICY,2016,10.1080/14693062.2015.1052956
J,"Han, AZ; Yu, TL; Ke, YH; Liu, C; Liu, YQ",Study on the effect of carbon trading on the carbon emission intensity of enterprises-a mechanism test based on ESG performance,FRONTIERS IN ENVIRONMENTAL SCIENCE,2024,10.3389/fenvs.2024.1406577
J,"Qi, SZ; Cheng, SH; Cui, JB",Environmental and economic effects of China's carbon market pilots: Empirical evidence based on a DID model,JOURNAL OF CLEANER PRODUCTION,2021,10.1016/j.jclepro.2020.123720
J,"Lin, WM; Chen, JL; Zheng, Y; Dai, YW",Effects of the EU Emission Trading Scheme on the international competitiveness of pulp-and-paper industry,FOREST POLICY AND ECONOMICS,2019,10.1016/j.forpol.2019.102021
J,"Witkowski, P; Adamczyk, A; Franek, S",Does Carbon Risk Matter? Evidence of Carbon Premium in EU Energy-Intensive Companies,ENERGIES,2021,10.3390/en14071855
J,"Wu, YY; Wang, P; Liu, X; Chen, JD; Song, ML",Analysis of regional carbon allocation and carbon trading based on net primary productivity in China,CHINA ECONOMIC REVIEW,2020,10.1016/j.chieco.2019.101401
J,"Lin, BQ; Huang, CC",Analysis of emission reduction effects of carbon trading: Market mechanism or government intervention?,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2022.06.016
J,"Tao, MM; Lin, BQ; Poletti, S",From policy to practice: How China's emissions trading scheme shapes ESG greenwashing at the firm level?,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.122681
J,"Zhou, FX; Wang, XY",The carbon emissions trading scheme and green technology innovation in China: A new structural economics perspective,ECONOMIC ANALYSIS AND POLICY,2022,10.1016/j.eap.2022.03.007
J,"Huang, GX; Ouyang, XL; Yao, X",Dynamics of China's regional carbon emissions under gradient economic development mode,ECOLOGICAL INDICATORS,2015,10.1016/j.ecolind.2014.07.040
J,"Wang, C; Shi, Y; Zhang, L; Zhao, X; Chen, HX",The policy effects and influence mechanism of China's carbon emissions trading scheme,AIR QUALITY ATMOSPHERE AND HEALTH,2021,10.1007/s11869-021-01081-z
J,"Meyer, A; Pac, G",How Responsive Are EU Coal-Burning Plants to Changes in Energy Prices?,B E JOURNAL OF ECONOMIC ANALYSIS & POLICY,2015,10.1515/bejeap-2014-0159
J,"Braschel, N; Posch, A; Pierer, M",Understanding the side effects of emission trading: Implications for waste management,WASTE MANAGEMENT & RESEARCH,2014,10.1177/0734242X13513828
J,"Zhang, W; Li, J; Li, GX; Guo, SC",Emission reduction effect and carbon market efficiency of carbon emissions trading policy in China,ENERGY,2020,10.1016/j.energy.2020.117117
J,"Wu, LP; Zhu, QY",Has the Emissions Trading Scheme (ETS) promoted the end-of-pipe emissions reduction? Evidence from China's residents,ENERGY,2023,10.1016/j.energy.2023.127665
J,"Hu, YX; Chu, CB; Wu, P; Hu, J",A linear time series analysis of carbon price via a complex network approach,FRONTIERS IN PHYSICS,2022,10.3389/fphy.2022.1029600
J,"Gu, GT; Zheng, HR; Tong, LY; Dai, YX",Does carbon financial market as an environmental regulation policy tool promote regional energy conservation and emission reduction? Empirical evidence from China,ENERGY POLICY,2022,10.1016/j.enpol.2022.112826
J,"Wu, XH; Xi, DY","DOES CARBON EMISSION TRADING PROMOTE THE APPLICATION OF PATENTS RELATED TO CLIMATE CHANGE? - EVIDENCE FROM 820,000 PATENTS IN CHINA",SINGAPORE ECONOMIC REVIEW,2023,10.1142/S0217590823470045
J,"Li, CS; Qi, YP; Liu, SH; Wang, X",Do carbon ETS pilots improve cities' green total factor productivity? Evidence from a quasi-natural experiment in China,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.105931
J,"Xiao, Y; Zhang, Y; Zhang, JK",The Impact of Carbon Emission Trading on Industrial Green Total Factor Productivity,SUSTAINABILITY,2023,10.3390/su15076167
J,"Wu, TL",Carbon emissions trading schemes and economic growth: New evidence on the Porter Hypothesis from 285 China's prefecture-level cities,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-29266-2
J,"Wang, YQ; He, LY",Can China?s carbon emissions trading scheme promote balanced green development? A consideration of efficiency and fairness,JOURNAL OF CLEANER PRODUCTION,2022,10.1016/j.jclepro.2022.132916
J,"Zhou, CB; Qi, SZ",Has the pilot carbon trading policy improved China's green total factor energy efficiency?,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.106268
J,"Li, K; Qi, SZ; Yan, YX; Zhang, XL","China's ETS pilots: Program design, industry risk, and long-term investment",ADVANCES IN CLIMATE CHANGE RESEARCH,2022,10.1016/j.accre.2021.11.002
J,"Peng, HR; Cui, JB; Zhang, XL",Does China emission trading scheme reduce marginal abatement cost? A perspective of allowance allocation alternatives,SUSTAINABLE PRODUCTION AND CONSUMPTION,2022,10.1016/j.spc.2022.05.021
J,"Jiang, YH; Yao, JY; Gao, RS; Chen, JY",Why the journey of carbon neutrality is a long one-a mixed method research based on carbon emission trading in hubei province,FRONTIERS IN ENVIRONMENTAL SCIENCE,2022,10.3389/fenvs.2022.984434
J,"Chen, GZ; Hu, ZH; Xiang, SJ; Xu, AL",The Impact of Carbon Emissions Trading on the Total Factor Productivity of China's Electric Power Enterprises-An Empirical Analysis Based on the Differences-in-Differences Model,SUSTAINABILITY,2024,10.3390/su16072832
J,"Pang, T; Zhou, S; Deng, Z; Duan, MS",The influence of different allowance allocation methods on China's economic and sectoral development,CLIMATE POLICY,2018,10.1080/14693062.2018.1470962
J,"Fu, LY; Zhou, L; Wu, PL; Zhu, ZC; Yu, ZX; Wang, DH",Evaluating the Causal Effects of Emissions Trading Policy on Emission Reductions Based on Nonlinear Difference-In-Difference Model,SUSTAINABILITY,2022,10.3390/su142315726
J,"Abrell, J; Rausch, S",Combining price and quantity controls under partitioned environmental regulation,JOURNAL OF PUBLIC ECONOMICS,2017,10.1016/j.jpubeco.2016.11.018
J,"Chang, CL; Ilomäki, J; Laurila, H",Has the EU Emissions Trading System Worked Properly?,ENERGIES,2024,10.3390/en17153651
J,"Zagonari, F","Coherence, Causality, and Effectiveness of the EU Environmental Policy System: Results of Complementary Statistical and Econometric Analyses",ENVIRONMENTAL & RESOURCE ECONOMICS,2018,10.1007/s10640-016-0108-1
J,"Chèze, B; Chevallier, J; Berghmans, N; Alberola, E",On the CO2 Emissions Determinants During the EU ETS Phases I and II: A Plant-level Analysis Merging the EUTL and Platts Power Data,ENERGY JOURNAL,2020,10.5547/01956574.41.4.bche
J,"Liu, BL; Sun, ZQ; Li, HH",Can Carbon Trading Policies Promote Regional Green Innovation Efficiency? Empirical Data from Pilot Regions in China,SUSTAINABILITY,2021,10.3390/su13052891
J,"Sun, YM; Shen, SM; Zhou, CY",Does the pilot emissions trading system in China promote innovation? Evidence based on green technology innovation in the energy sector,ENERGY ECONOMICS,2023,10.1016/j.eneco.2023.106984
J,"Heindl, P",The impact of administrative transaction costs in the EU emissions trading system,CLIMATE POLICY,2017,10.1080/14693062.2015.1110108
J,"Wang, CH; Xia, ZH; Fan, SJ; Gong, WF",Energy Conservation and Emission Reduction Effect and Potential Emission Reduction Mechanism of China's Thermal Power Generation Industry - Evidence from Carbon Emission Trading Policy,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2023,10.15244/pjoes/168447
J,"Shen, J; Tang, PC; Zeng, H; Cheng, JH; Liu, XL",Does emission trading system reduce mining cities' pollution emissions? A quasi-natural experiment based on Chinese prefecture-level cities,RESOURCES POLICY,2023,10.1016/j.resourpol.2023.103293
J,"Ren, YS; Huynh, TLD; Liu, PZ; Narayan, S",Is the carbon emission trading scheme conducive to promoting energy transition? Some empirical evidence from China,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107629
J,"Zhang, YF; Li, S; Luo, TY; Gao, J",The effect of emission trading policy on carbon emission reduction: Evidence from an integrated study of pilot regions in China,JOURNAL OF CLEANER PRODUCTION,2020,10.1016/j.jclepro.2020.121843
J,"Wang, CT; Wang, LK; Wang, WQ; Xiong, Y; Du, C",Does carbon emission trading policy promote the corporate technological innovation? Empirical evidence from China's high-carbon industries,JOURNAL OF CLEANER PRODUCTION,2023,10.1016/j.jclepro.2023.137286
J,"Peng, HR; Qi, SZ; Cui, JB",The environmental and economic effects of the carbon emissions trading scheme in China: The role of alternative allowance allocation,SUSTAINABLE PRODUCTION AND CONSUMPTION,2021,10.1016/j.spc.2021.03.031
J,"Li, KM; Luo, ZJ; Hong, L; Wen, JH; Fang, LT",The role of China's carbon emission trading system in economic decarbonization: Evidence from Chinese prefecture-level cities,HELIYON,2024,10.1016/j.heliyon.2023.e23799
J,"Demailly, D; Quirion, P","CO2 abatement, competitiveness and leakage in the European cement industry under the EU ETS:: grandfathering versus output-based allocation",CLIMATE POLICY,2006,
J,"Wang, SS; Chen, G; Han, X",An Analysis of the Impact of the Emissions Trading System on the Green Total Factor Productivity Based on the Spatial Difference-in-Differences Approach: The Case of China,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,2021,10.3390/ijerph18179040
J,"Wang, D; Sun, ML",The impact of the carbon trading market on urban coordinated development in China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2024,10.1007/s11356-024-32428-5
J,"Zhang, HR; Zhang, RX; Li, GM; Li, W; Choi, Y",Has China's Emission Trading System Achieved the Development of a Low-Carbon Economy in High-Emission Industrial Subsectors?,SUSTAINABILITY,2020,10.3390/su12135370
J,"Zhang, YJ; Wang, W",How Does China's Carbon Emissions Trading Policy Affect the Financing of High-Carbon Enterprises?,ENERGY JOURNAL,2024,10.1177/01956574241281564
J,"Ren, XS; Ma, Q; Sun, S; Ren, XH; Yan, G",Can China's carbon trading policy improve the profitability of polluting firms: a retest of Porter's hypothesis,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-022-24530-3
J,"Shao, S; Cheng, SL; Jia, RN",Can low carbon policies achieve collaborative governance of air pollution? Evidence from China's carbon emissions trading scheme pilot policy,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,2023,10.1016/j.eiar.2023.107286
J,"Jia, ZJ",The hidden benefit: Emission trading scheme and business performance of downstream enterprises,ENERGY ECONOMICS,2023,10.1016/j.eneco.2022.106488
J,"Floden, J; Zetterberg, L; Christodoulou, A; Parsmo, R; Fridell, E; Hansson, J; Rootzen, J; Woxenius, J","Shipping in the EU emissions trading system: implications for mitigation, costs and modal split",CLIMATE POLICY,2024,10.1080/14693062.2024.2309167
J,"Park, H; Khue, PM; Lee, J",The effects of carbon emissions trading on profitability and value: Evidence from Korean listed firms,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,2024,10.1111/jifm.12211
J,"Hu, Y; Li, R; Du, L; Ren, S; Chevallier, J",Could SO2 and CO2 emissions trading schemes achieve co-benefits of emissions reduction?,ENERGY POLICY,2022,10.1016/j.enpol.2022.113252
J,"Liu, XB; Jin, Z","An analysis of the interactions between electricity, fossil fuel and carbon market prices in Guangdong, China",ENERGY FOR SUSTAINABLE DEVELOPMENT,2020,10.1016/j.esd.2020.01.008
J,"Hou, BQ; Wang, B; Du, MZ; Zhang, N",Does the SO2 emissions trading scheme encourage green total factor productivity? An empirical assessment on China's cities,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2020,10.1007/s11356-019-07273-6
J,"Zhang, W; Li, GX; Guo, FY",Does carbon emissions trading promote green technology innovation in China?,APPLIED ENERGY,2022,10.1016/j.apenergy.2022.119012
J,"Wang, YF; Liao, M; Wang, YF; Xu, LX; Malik, A",The impact of foreign direct investment on China's carbon emissions through energy intensity and emissions trading system,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105212
J,"Liu, DH; Ren, SG; Li, WM",SO2 emissions trading and firm exports in China,ENERGY ECONOMICS,2022,10.1016/j.eneco.2022.105978
J,"Ren, SG; Hu, YC; Zheng, JJ; Wang, YJ",Emissions trading and firm innovation: Evidence from a natural experiment in China,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2020,10.1016/j.techfore.2020.119989
J,"Wang, K; Wei, YM; Huang, ZM",Potential gains from carbon emissions trading in China: A DEA based estimation on abatement cost savings,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,2016,10.1016/j.omega.2015.09.011
J,"Tang, AB; Xu, N",The Impact of Environmental Regulation on Urban Green Efficiency-Evidence from Carbon Pilot,SUSTAINABILITY,2023,10.3390/su15021136
J,"Tol, RSJ",A cost-benefit analysis of the EU 20/20/2020 package,ENERGY POLICY,2012,10.1016/j.enpol.2012.06.018
J,"Aatola, P; Ollikainen, M; Toppinen, A",Impact of the carbon price on the integrating European electricity market,ENERGY POLICY,2013,10.1016/j.enpol.2013.06.036
J,"Xu, L; Yang, J",Carbon pricing policies and renewable energy development: Analysis based on cross-country panel data,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2024,10.1016/j.jenvman.2024.121784
J,"Qiu, YG; Zhang, M; Fan, MJ; Liu, SS",Towards sustainable development: what carbon trading pilot policy has been done for mitigating carbon emissions and air pollution?,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-29246-6
J,"Tu, ZG; Shen, RJ",Can China's Industrial SO2 Emissions Trading Pilot Scheme Reduce Pollution Abatement Costs?,SUSTAINABILITY,2014,10.3390/su6117621
J,"Wong, HJ; Deng, HT",Impact of GHG-ETS on industrial effluent discharge in the Pearl River Delta,ECONOMICS LETTERS,2023,10.1016/j.econlet.2023.111397
J,"Wu, LP",How can carbon trading price distortion be corrected? An empirical study from China's carbon trading pilot markets,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-021-15524-8
J,"Bai, JF; Ma, WT; Wang, YX; Jiang, JY",Political incentives in market-based environmental regulation: Evidence from China's carbon emissions trading scheme,HELIYON,2024,10.1016/j.heliyon.2024.e25730
J,"Koch, N; Fuss, S; Grosjean, G; Edenhofer, O","Causes of the EU ETS price drop: Recession, CDM, renewable policies or a bit of everything?-New evidence",ENERGY POLICY,2014,10.1016/j.enpol.2014.06.024
J,"Lovcha, Y; Perez-Laborda, A; Sikora, I",The determinants of CO2 prices in the EU emission trading system,APPLIED ENERGY,2022,10.1016/j.apenergy.2021.117903
J,"Zhang, YJ; Liu, JY",Does carbon emissions trading affect the financial performance of high energy-consuming firms in China?,NATURAL HAZARDS,2019,10.1007/s11069-018-3434-5
J,"Cui, JB; Wang, CH; Zhang, JJ; Zheng, Y",The effectiveness of China's regional carbon market pilots in reducing firm emissions,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2021,10.1073/pnas.2109912118
J,"Xia, QY; Li, L; Dong, J; Zhang, B",Reduction Effect and Mechanism Analysis of Carbon Trading Policy on Carbon Emissions from Land Use,SUSTAINABILITY,2021,10.3390/su13179558
J,"Ouyang, XL; Fang, XM; Cao, Y; Sun, CW",Factors behind CO2 emission reduction in Chinese heavy industries: Do environmental regulations matter?,ENERGY POLICY,2020,10.1016/j.enpol.2020.111765
J,"Wang, BB; Boute, A; Tan, XJ",Price stabilization mechanisms in China?s pilot emissions trading schemes: design and performance,CLIMATE POLICY,2020,10.1080/14693062.2019.1680338
J,"Zhao, ZY; Zheng, YH; Ye, C; Chen, SJ; Wu, TL",The Impact of Carbon Emissions Trading System on Regional Green Innovation: A Perspective of Foreign Investment Agglomeration,POLISH JOURNAL OF ENVIRONMENTAL STUDIES,2024,10.15244/pjoes/176163
J,"Zhang, SL; Wang, Y; Hao, Y; Liu, ZW",Shooting two hawks with one arrow: Could China's emission trading scheme promote green development efficiency and regional carbon equality?,ENERGY ECONOMICS,2021,10.1016/j.eneco.2021.105412
J,"Pan, XF; Pu, CX; Yuan, S; Xu, HT",Effect of Chinese pilots carbon emission trading scheme on enterprises' total factor productivity: The moderating role of government participation and carbon trading market efficiency,JOURNAL OF ENVIRONMENTAL MANAGEMENT,2022,10.1016/j.jenvman.2022.115228
J,"Tang, MG; Cheng, SL; Guo, WQ; Ma, WB; Hu, FX",Effects of Carbon Emission Trading on Companies' Market Value: Evidence from Listed Companies in China,ATMOSPHERE,2022,10.3390/atmos13020240
J,"Zhang, YJ; Peng, YL; Ma, CQ; Shen, B",Can environmental innovation facilitate carbon emissions reduction? Evidence from China,ENERGY POLICY,2017,10.1016/j.enpol.2016.10.005
J,"Yang, SB; Jahanger, A; Hu, J; Awan, A",Impact of China's carbon emissions trading scheme on firm-level pollution abatement and employment: Evidence from a national panel dataset,ENERGY ECONOMICS,2024,10.1016/j.eneco.2024.107744
J,"Wen, FH; Wu, N; Gong, X",China's carbon emissions trading and stock returns,ENERGY ECONOMICS,2020,10.1016/j.eneco.2019.104627
J,"Tan, XJ; Wang, R; Choi, Y; Lee, H",Does Korea's carbon emissions trading scheme enhance efficiency for sustainable energy and utilities?,UTILITIES POLICY,2024,10.1016/j.jup.2024.101752
J,"Yu, ZH; Mao, SP; Lin, QN",Has China's Carbon Emissions Trading Pilot Policy Improved Agricultural Green Total Factor Productivity?,AGRICULTURE-BASEL,2022,10.3390/agriculture12091444
J,"Linden, M; Makela, M; Uusivuori, J",Fuel Input Substitution under Tradable Carbon Permits System: Evidence from Finnish Energy Plants 2005-2008,ENERGY JOURNAL,2013,10.5547/01956574.34.2.5
J,"Zhu, CH; Wang, ML; Gu, HJ; Fang, YQ; Chen, HR",The impact of carbon emissions trading policy on green transformation of manufacturing industry: a test based on a time-varying DID model,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,2025,10.1007/s10098-024-02883-2
J,"Nazifi, F; Milunovich, G",MEASURING THE IMPACT OF CARBON ALLOWANCE TRADING ON ENERGY PRICES,ENERGY & ENVIRONMENT,2010,10.1260/0958-305X.21.5.367
J,"Huang, J; Zhao, ZY; Li, GH",The impacts of carbon emissions trading scheme on green finance: evidence from China,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2024,10.1007/s11356-024-32064-z
J,"Qi, SZ; Cheng, SH",The influence of China's pollution emissions trading system on the listed companies' export products' quality,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2022,10.1007/s11356-021-17228-5
J,"Karmaker, SC; Sen, KK; Chapman, AJ; Mohiuddin, G; Saha, BB",Innovation under Cap-and-Trade: How emission trading systems propel decarbonization,NEXT ENERGY,2025,10.1016/j.nxener.2024.100220
J,"He, M; Zhu, XH; Li, HL",How does carbon emissions trading scheme affect steel enterprises' pollution control performance? A quasi natural experiment from China,SCIENCE OF THE TOTAL ENVIRONMENT,2023,10.1016/j.scitotenv.2022.159871
J,"Yang, BC; Liu, CZ; Gou, ZH; Man, JC; Su, YP",How Will Policies of China's CO2 ETS Affect its Carbon Price: Evidence from Chinese Pilot Regions,SUSTAINABILITY,2018,10.3390/su10030605
J,"Xiong, B; Sui, Q",Does Carbon Emissions Trading Policy Improve Inclusive Green Resilience in Cities? Evidence from China,SUSTAINABILITY,2023,10.3390/su151712989
J,"Lin, BQ; Chen, Y",The rapid development of the photovoltaic industry in China and related carbon dioxide abatement costs,REGIONAL ENVIRONMENTAL CHANGE,2020,10.1007/s10113-020-01633-6
J,"Gao, S; Wang, SJ",Carbon Abatement Effect of Low-Carbon City Pilot Policy: Insights from a Time-Varying DID Model,ANNALS OF THE AMERICAN ASSOCIATION OF GEOGRAPHERS,2024,10.1080/24694452.2024.2388120
J,"Zhang, N; Wang, S",Can China's regional carbon market pilots improve power plants' energy efficiency?,ENERGY ECONOMICS,2024,10.1016/j.eneco.2023.107262
J,"Lin, WM; Chen, JL; Gan, JB; Dai, YW",Do Firms That Are Disadvantaged by Unilateral Climate Policy Receive Compensation? Evidence from China's Energy-Saving Quota Policy,SUSTAINABILITY,2022,10.3390/su142215375
J,"Van den Bergh, K; Delarue, E; D'haeseleer, W",Impact of renewables deployment on the CO2 price and the CO2 emissions in the European electricity sector,ENERGY POLICY,2013,10.1016/j.enpol.2013.09.003
J,"Verschuuren, J; Fleurke, F; Leach, MC",Integrating Agricultural Emissions into the European Union Emissions Trading System: Legal Design Considerations,SUSTAINABILITY,2024,10.3390/su16125091
J,"Lin, BQ; Chen, YF",Carbon Price in China: A CO2 Abatement Cost of Wind Power Perspective,EMERGING MARKETS FINANCE AND TRADE,2018,10.1080/1540496X.2017.1386547
J,"Laurikka, H",Option value of gasification technology within an emissions trading scheme,ENERGY POLICY,2006,10.1016/j.enpol.2005.09.002
J,"Wojciechowski, W; Streimikiene, D; Wojciechowski, A; Bilan, Y",The role of nuclear energy in low carbon energy transition: evidence from panel data approach in EU,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2023,10.1007/s11356-023-30827-8
J,"Schusser, S; Jaraite, J","Explaining the interplay of three markets: Green certificates, carbon emissions and electricity",ENERGY ECONOMICS,2018,10.1016/j.eneco.2018.01.012
J,"Lei, X; Qiu, R; Chen, XR; Balezentis, T; Shen, ZY",Evaluating the impact of carbon emission trading on urban ecological efficiency in an emerging economy,JOURNAL OF CLEANER PRODUCTION,2025,10.1016/j.jclepro.2024.144431
J,"Tang, K; Liu, YC; Zhou, D; Qiu, Y",Urban carbon emission intensity under emission trading system in a developing economy: evidence from 273 Chinese cities,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2021,10.1007/s11356-020-10785-1
J,"Han, Y; Zhe, CH; Liu, XM",Is the carbon emissions trading system conducive to the urban green technology innovation level? Evidence from China,ENERGY REPORTS,2023,10.1016/j.egyr.2023.02.023
J,"Tuesta, YN; Soler, CC; Feliu, VR",Carbon management accounting and financial performance: Evidence from the European Union emission trading system,BUSINESS STRATEGY AND THE ENVIRONMENT,2021,10.1002/bse.2683
J,"Chakraborty, SK; Mandel, A",Understanding EU regional macroeconomic tipping points using panel threshold technique,ECONOMIC CHANGE AND RESTRUCTURING,2024,10.1007/s10644-024-09715-9
